ComplaintID,ProductCategory,ComplaintReason,UnitsSold,SalesValue,ComplaintCount
39150,Footwear,Poor Quality,6,22028,1
39151,Electronics,Poor Quality,7,16690,1
39152,Jewelry,Missing Item,7,19707,1
39153,Books,Wrong Size,9,26442,1
39154,Beauty Products,Wrong Size,4,19206,1
39155,Beauty Products,Incorrect Item Sent,1,18343,1
39156,Clothing,Poor Quality,3,29122,1
39157,Kitchenware,Poor Quality,3,46236,1
39158,Kitchenware,Defective Item,9,46878,1
39159,Electronics,Damage on Delivery,4,18905,1
39160,Beauty Products,Poor Quality,5,19078,1
39161,Stationery,Missing Item,2,13918,1
39162,Kitchenware,Poor Quality,3,22411,1
39163,Home Appliances,Wrong Size,8,35586,1
39164,Jewelry,Missing Item,6,10001,1
39165,Jewelry,Wrong Size,3,16367,1
39166,Groceries,Late Delivery,3,7123,1
39167,Beauty Products,Wrong Size,5,19400,1
39168,Groceries,Missing Item,3,38146,1
39169,Jewelry,Packaging Issues,3,48193,1
39170,Clothing,Defective Item,9,21328,1
39171,Furniture,Incorrect Item Sent,6,33868,1
39172,Footwear,Missing Item,9,42002,1
39173,Home Appliances,Defective Item,6,7236,1
39174,Books,Poor Quality,6,23055,1
39175,Electronics,Poor Quality,5,22276,1
39176,Kitchenware,Wrong Size,8,35475,1
39177,Bedding,Wrong Size,6,16275,1
39178,Stationery,Late Delivery,1,6771,1
39179,Beauty Products,Missing Item,5,14575,1
39180,Toys,Wrong Size,4,29470,1
39181,Beauty Products,Missing Item,7,13517,1
39182,Stationery,Defective Item,4,12033,1
39183,Stationery,Damage on Delivery,9,43870,1
39184,Jewelry,Defective Item,3,30732,1
39185,Clothing,Late Delivery,8,48059,1
39186,Furniture,Damage on Delivery,2,33506,1
39187,Home Appliances,Poor Quality,5,40126,1
39188,Kitchenware,Damage on Delivery,6,12954,1
39189,Books,Poor Quality,1,6217,1
39190,Home Appliances,Poor Quality,6,45126,1
39191,Kitchenware,Wrong Size,6,32066,1
39192,Home Appliances,Wrong Size,4,32608,1
39193,Bedding,Poor Quality,1,35393,1
39194,Electronics,Damage on Delivery,3,8742,1
39195,Kitchenware,Missing Item,1,44625,1
39196,Kitchenware,Late Delivery,5,45911,1
39197,Kitchenware,Poor Quality,6,26707,1
39198,Groceries,Product Not As Described,8,6303,1
39199,Groceries,Missing Item,8,22913,1
39200,Electronics,Defective Item,1,19526,1
39201,Beauty Products,Packaging Issues,3,22360,1
39202,Clothing,Missing Item,3,37957,1
39203,Footwear,Missing Item,4,7166,1
39204,Groceries,Incorrect Item Sent,7,28835,1
39205,Kitchenware,Incorrect Item Sent,8,33229,1
39206,Electronics,Missing Item,8,24686,1
39207,Kitchenware,Damage on Delivery,8,44976,1
39208,Electronics,Damage on Delivery,2,39261,1
39209,Toys,Wrong Size,2,19738,1
39210,Stationery,Poor Quality,7,22142,1
39211,Jewelry,Incorrect Item Sent,1,43471,1
39212,Bedding,Missing Item,8,33980,1
39213,Furniture,Missing Item,5,13607,1
39214,Electronics,Wrong Size,6,28635,1
39215,Kitchenware,Damage on Delivery,3,11580,1
39216,Jewelry,Missing Item,6,35080,1
39217,Bedding,Poor Quality,6,38100,1
39218,Stationery,Product Not As Described,9,40363,1
39219,Bedding,Damage on Delivery,9,30308,1
39220,Kitchenware,Defective Item,5,10747,1
39221,Jewelry,Defective Item,1,41802,1
39222,Stationery,Defective Item,9,31066,1
39223,Kitchenware,Incorrect Item Sent,1,45557,1
39224,Books,Poor Quality,1,18698,1
39225,Kitchenware,Incorrect Item Sent,6,49010,1
39226,Jewelry,Damage on Delivery,7,6430,1
39227,Groceries,Missing Item,7,13530,1
39228,Kitchenware,Poor Quality,1,43567,1
39229,Books,Wrong Size,5,46763,1
39230,Stationery,Poor Quality,9,39222,1
39231,Stationery,Damage on Delivery,3,5507,1
39232,Kitchenware,Packaging Issues,6,29382,1
39233,Stationery,Product Not As Described,2,21248,1
39234,Bedding,Missing Item,9,17039,1
39235,Garden Tools,Damage on Delivery,9,10505,1
39236,Jewelry,Missing Item,7,30373,1
39237,Beauty Products,Damage on Delivery,8,33751,1
39238,Beauty Products,Wrong Size,5,32000,1
39239,Furniture,Poor Quality,2,41914,1
39240,Garden Tools,Packaging Issues,7,40088,1
39241,Groceries,Wrong Size,9,26878,1
39242,Jewelry,Packaging Issues,1,42957,1
39243,Groceries,Packaging Issues,7,22837,1
39244,Books,Poor Quality,3,49750,1
39245,Books,Missing Item,5,16204,1
39246,Stationery,Defective Item,8,7591,1
39247,Kitchenware,Missing Item,3,39846,1
39248,Kitchenware,Packaging Issues,1,13670,1
39249,Bedding,Missing Item,5,21323,1
39250,Groceries,Incorrect Item Sent,9,45262,1
39251,Bedding,Missing Item,6,23332,1
39252,Bedding,Damage on Delivery,9,26931,1
39253,Kitchenware,Missing Item,8,24499,1
39254,Beauty Products,Incorrect Item Sent,8,15133,1
39255,Kitchenware,Incorrect Item Sent,4,44519,1
39256,Home Appliances,Poor Quality,3,10628,1
39257,Books,Damage on Delivery,5,30143,1
39258,Bedding,Late Delivery,5,6272,1
39259,Kitchenware,Damage on Delivery,2,13585,1
39260,Stationery,Missing Item,7,10081,1
39261,Bedding,Wrong Size,1,30339,1
39262,Beauty Products,Missing Item,2,16593,1
39263,Books,Defective Item,7,44286,1
39264,Kitchenware,Defective Item,5,17398,1
39265,Books,Poor Quality,3,49060,1
39266,Bedding,Poor Quality,1,10373,1
39267,Bedding,Missing Item,1,27573,1
39268,Jewelry,Wrong Size,5,18661,1
39269,Beauty Products,Wrong Size,6,9867,1
39270,Kitchenware,Missing Item,5,31049,1
39271,Stationery,Missing Item,8,8876,1
39272,Jewelry,Wrong Size,5,42445,1
39273,Beauty Products,Defective Item,4,42098,1
39274,Groceries,Missing Item,2,19428,1
39275,Beauty Products,Late Delivery,7,37854,1
39276,Beauty Products,Poor Quality,1,45662,1
39277,Stationery,Poor Quality,5,36114,1
39278,Jewelry,Poor Quality,9,8735,1
39279,Groceries,Late Delivery,3,6389,1
39280,Jewelry,Poor Quality,6,46207,1
39281,Stationery,Missing Item,6,33802,1
39282,Groceries,Damage on Delivery,3,21890,1
39283,Home Appliances,Incorrect Item Sent,6,40731,1
39284,Home Appliances,Poor Quality,6,49511,1
39285,Toys,Missing Item,7,49015,1
39286,Kitchenware,Defective Item,3,23178,1
39287,Kitchenware,Poor Quality,2,10426,1
39288,Kitchenware,Product Not As Described,5,22463,1
39289,Beauty Products,Damage on Delivery,9,37735,1
39290,Kitchenware,Late Delivery,3,34566,1
39291,Stationery,Damage on Delivery,7,22704,1
39292,Bedding,Damage on Delivery,9,36071,1
39293,Stationery,Poor Quality,3,28066,1
39294,Bedding,Damage on Delivery,1,48713,1
39295,Groceries,Missing Item,5,24541,1
39296,Books,Wrong Size,3,37460,1
39297,Sports Equipment,Missing Item,3,5438,1
39298,Home Appliances,Packaging Issues,7,8100,1
39299,Home Appliances,Wrong Size,7,19288,1
39300,Home Appliances,Poor Quality,5,21715,1
39301,Footwear,Late Delivery,8,34820,1
39302,Stationery,Incorrect Item Sent,4,12430,1
39303,Books,Poor Quality,2,23766,1
39304,Groceries,Poor Quality,5,36713,1
39305,Furniture,Poor Quality,2,35918,1
39306,Stationery,Missing Item,8,21070,1
39307,Groceries,Damage on Delivery,2,6547,1
39308,Groceries,Late Delivery,8,28272,1
39309,Stationery,Damage on Delivery,9,15006,1
39310,Beauty Products,Poor Quality,5,35499,1
39311,Home Appliances,Wrong Size,3,24439,1
39312,Groceries,Poor Quality,2,9339,1
39313,Clothing,Wrong Size,5,49824,1
39314,Kitchenware,Defective Item,3,10112,1
39315,Books,Missing Item,8,33349,1
39316,Footwear,Missing Item,2,12970,1
39317,Garden Tools,Damage on Delivery,9,26967,1
39318,Jewelry,Damage on Delivery,8,10075,1
39319,Bedding,Poor Quality,7,30092,1
39320,Footwear,Incorrect Item Sent,6,37932,1
39321,Stationery,Missing Item,3,22540,1
39322,Kitchenware,Wrong Size,4,38491,1
39323,Groceries,Poor Quality,2,38545,1
39324,Jewelry,Poor Quality,4,41738,1
39325,Home Appliances,Missing Item,9,26820,1
39326,Bedding,Missing Item,2,43353,1
39327,Bedding,Damage on Delivery,1,34279,1
39328,Bedding,Poor Quality,5,18394,1
39329,Home Appliances,Poor Quality,1,31304,1
39330,Groceries,Poor Quality,2,30684,1
39331,Kitchenware,Damage on Delivery,8,36541,1
39332,Home Appliances,Missing Item,7,25645,1
39333,Kitchenware,Incorrect Item Sent,8,14798,1
39334,Furniture,Late Delivery,7,19476,1
39335,Jewelry,Late Delivery,7,21509,1
39336,Stationery,Defective Item,7,5963,1
39337,Kitchenware,Poor Quality,8,46374,1
39338,Stationery,Missing Item,6,30705,1
39339,Kitchenware,Poor Quality,3,37620,1
39340,Footwear,Missing Item,9,10420,1
39341,Bedding,Damage on Delivery,6,7059,1
39342,Home Appliances,Missing Item,1,12311,1
39343,Kitchenware,Poor Quality,1,7869,1
39344,Groceries,Poor Quality,6,23513,1
39345,Home Appliances,Defective Item,2,25176,1
39346,Kitchenware,Incorrect Item Sent,8,8160,1
39347,Jewelry,Late Delivery,2,29017,1
39348,Books,Wrong Size,2,40028,1
39349,Footwear,Poor Quality,6,45011,1
39350,Kitchenware,Damage on Delivery,8,49981,1
39351,Groceries,Wrong Size,1,17267,1
39352,Kitchenware,Poor Quality,9,34413,1
39353,Bedding,Missing Item,7,24708,1
39354,Home Appliances,Missing Item,2,24038,1
39355,Books,Poor Quality,2,14736,1
39356,Books,Poor Quality,3,43134,1
39357,Jewelry,Missing Item,1,35453,1
39358,Bedding,Packaging Issues,6,5584,1
39359,Footwear,Defective Item,5,30506,1
39360,Home Appliances,Missing Item,1,32731,1
39361,Stationery,Missing Item,8,22708,1
39362,Kitchenware,Wrong Size,4,27025,1
39363,Bedding,Damage on Delivery,4,25627,1
39364,Electronics,Incorrect Item Sent,5,9542,1
39365,Jewelry,Damage on Delivery,3,39462,1
39366,Stationery,Defective Item,4,21035,1
39367,Beauty Products,Missing Item,7,18884,1
39368,Books,Packaging Issues,3,17209,1
39369,Electronics,Poor Quality,2,37587,1
39370,Stationery,Wrong Size,7,14526,1
39371,Electronics,Defective Item,4,23500,1
39372,Books,Wrong Size,8,41701,1
39373,Bedding,Late Delivery,2,20772,1
39374,Jewelry,Packaging Issues,1,7314,1
39375,Stationery,Packaging Issues,7,48024,1
39376,Kitchenware,Missing Item,5,35258,1
39377,Clothing,Missing Item,1,32714,1
39378,Books,Poor Quality,1,9673,1
39379,Books,Missing Item,4,13752,1
39380,Bedding,Missing Item,4,45266,1
39381,Bedding,Poor Quality,5,18993,1
39382,Stationery,Wrong Size,6,32057,1
39383,Books,Poor Quality,2,12906,1
39384,Clothing,Damage on Delivery,4,27523,1
39385,Jewelry,Poor Quality,2,35474,1
39386,Electronics,Poor Quality,6,46845,1
39387,Toys,Missing Item,9,30958,1
39388,Bedding,Incorrect Item Sent,7,15289,1
39389,Kitchenware,Incorrect Item Sent,8,7110,1
39390,Footwear,Incorrect Item Sent,8,29308,1
39391,Jewelry,Missing Item,2,24770,1
39392,Electronics,Poor Quality,5,24728,1
39393,Bedding,Missing Item,3,31158,1
39394,Bedding,Wrong Size,6,7261,1
39395,Electronics,Wrong Size,4,33517,1
39396,Bedding,Wrong Size,9,9415,1
39397,Kitchenware,Missing Item,1,15671,1
39398,Beauty Products,Packaging Issues,5,23577,1
39399,Bedding,Wrong Size,6,7465,1
39400,Jewelry,Missing Item,3,23329,1
39401,Kitchenware,Defective Item,6,37258,1
39402,Jewelry,Incorrect Item Sent,1,24473,1
39403,Electronics,Poor Quality,4,16739,1
39404,Jewelry,Damage on Delivery,4,15029,1
39405,Clothing,Defective Item,4,10662,1
39406,Jewelry,Missing Item,6,17275,1
39407,Jewelry,Damage on Delivery,5,37368,1
39408,Kitchenware,Damage on Delivery,6,22707,1
39409,Bedding,Damage on Delivery,8,8890,1
39410,Electronics,Damage on Delivery,3,14185,1
39411,Footwear,Poor Quality,2,44211,1
39412,Beauty Products,Defective Item,7,33067,1
39413,Electronics,Damage on Delivery,9,24409,1
39414,Bedding,Defective Item,3,17110,1
39415,Books,Missing Item,6,5199,1
39416,Kitchenware,Wrong Size,8,24525,1
39417,Home Appliances,Damage on Delivery,9,34843,1
39418,Groceries,Damage on Delivery,7,7759,1
39419,Jewelry,Poor Quality,6,14209,1
39420,Stationery,Wrong Size,3,34751,1
39421,Footwear,Incorrect Item Sent,4,7443,1
39422,Footwear,Late Delivery,6,21841,1
39423,Home Appliances,Missing Item,6,45881,1
39424,Kitchenware,Damage on Delivery,2,36305,1
39425,Home Appliances,Missing Item,4,14956,1
39426,Footwear,Defective Item,9,13852,1
39427,Home Appliances,Missing Item,6,41205,1
39428,Kitchenware,Incorrect Item Sent,8,49123,1
39429,Bedding,Poor Quality,8,9801,1
39430,Bedding,Missing Item,3,22171,1
39431,Beauty Products,Incorrect Item Sent,1,23266,1
39432,Jewelry,Missing Item,6,45695,1
39433,Electronics,Poor Quality,5,7007,1
39434,Kitchenware,Product Not As Described,7,34695,1
39435,Beauty Products,Incorrect Item Sent,2,33829,1
39436,Beauty Products,Damage on Delivery,8,8385,1
39437,Stationery,Wrong Size,1,23038,1
39438,Groceries,Product Not As Described,5,18652,1
39439,Bedding,Poor Quality,5,20123,1
39440,Home Appliances,Damage on Delivery,2,39219,1
39441,Home Appliances,Damage on Delivery,6,31136,1
39442,Bedding,Damage on Delivery,6,21263,1
39443,Kitchenware,Damage on Delivery,3,7816,1
39444,Jewelry,Poor Quality,7,49029,1
39445,Bedding,Damage on Delivery,1,26847,1
39446,Bedding,Missing Item,3,18137,1
39447,Home Appliances,Poor Quality,9,48037,1
39448,Bedding,Missing Item,2,10315,1
39449,Footwear,Damage on Delivery,1,42455,1
39450,Jewelry,Damage on Delivery,9,41366,1
39451,Garden Tools,Missing Item,2,13306,1
39452,Electronics,Missing Item,3,22686,1
39453,Bedding,Defective Item,9,16162,1
39454,Kitchenware,Missing Item,4,20292,1
39455,Jewelry,Missing Item,4,23098,1
39456,Furniture,Missing Item,2,36410,1
39457,Groceries,Incorrect Item Sent,2,49693,1
39458,Furniture,Wrong Size,6,30402,1
39459,Garden Tools,Late Delivery,3,43297,1
39460,Beauty Products,Wrong Size,6,45555,1
39461,Bedding,Wrong Size,3,43719,1
39462,Groceries,Poor Quality,2,45527,1
39463,Jewelry,Product Not As Described,6,9581,1
39464,Bedding,Poor Quality,5,21536,1
39465,Footwear,Missing Item,7,10015,1
39466,Home Appliances,Wrong Size,8,31598,1
39467,Groceries,Incorrect Item Sent,5,36113,1
39468,Groceries,Poor Quality,8,29597,1
39469,Footwear,Poor Quality,6,48622,1
39470,Bedding,Poor Quality,6,27811,1
39471,Groceries,Poor Quality,8,41225,1
39472,Jewelry,Defective Item,4,22393,1
39473,Bedding,Missing Item,9,36567,1
39474,Electronics,Product Not As Described,8,16936,1
39475,Books,Missing Item,6,36662,1
39476,Stationery,Packaging Issues,4,7948,1
39477,Bedding,Damage on Delivery,1,14522,1
39478,Books,Wrong Size,5,47380,1
39479,Bedding,Poor Quality,3,43919,1
39480,Kitchenware,Missing Item,5,6687,1
39481,Home Appliances,Wrong Size,5,42899,1
39482,Home Appliances,Packaging Issues,6,49502,1
39483,Kitchenware,Defective Item,8,46505,1
39484,Beauty Products,Missing Item,4,44722,1
39485,Garden Tools,Missing Item,6,7454,1
39486,Groceries,Poor Quality,8,12434,1
39487,Books,Defective Item,2,49472,1
39488,Home Appliances,Incorrect Item Sent,8,48961,1
39489,Electronics,Defective Item,1,41053,1
39490,Bedding,Poor Quality,4,39320,1
39491,Books,Defective Item,6,10553,1
39492,Stationery,Wrong Size,8,21468,1
39493,Electronics,Damage on Delivery,8,6588,1
39494,Stationery,Poor Quality,8,5312,1
39495,Groceries,Poor Quality,3,5802,1
39496,Clothing,Late Delivery,8,44316,1
39497,Beauty Products,Missing Item,8,20218,1
39498,Stationery,Incorrect Item Sent,7,33780,1
39499,Books,Poor Quality,6,8466,1
39500,Bedding,Packaging Issues,5,42937,1
39501,Groceries,Missing Item,3,28449,1
39502,Electronics,Poor Quality,8,34944,1
39503,Jewelry,Wrong Size,5,21302,1
39504,Books,Poor Quality,6,37587,1
39505,Bedding,Missing Item,2,12878,1
39506,Kitchenware,Damage on Delivery,9,21052,1
39507,Groceries,Wrong Size,7,19122,1
39508,Kitchenware,Poor Quality,2,28127,1
39509,Kitchenware,Late Delivery,3,27955,1
39510,Books,Missing Item,6,9546,1
39511,Toys,Missing Item,9,26822,1
39512,Beauty Products,Missing Item,7,19315,1
39513,Toys,Poor Quality,2,27434,1
39514,Kitchenware,Damage on Delivery,3,16485,1
39515,Clothing,Defective Item,3,17509,1
39516,Stationery,Missing Item,4,22879,1
39517,Groceries,Poor Quality,3,17194,1
39518,Bedding,Poor Quality,6,30002,1
39519,Jewelry,Damage on Delivery,9,49989,1
39520,Jewelry,Poor Quality,9,45492,1
39521,Toys,Defective Item,4,30968,1
39522,Garden Tools,Missing Item,7,12814,1
39523,Jewelry,Wrong Size,6,23379,1
39524,Stationery,Wrong Size,8,26108,1
39525,Furniture,Poor Quality,5,26122,1
39526,Beauty Products,Missing Item,7,8715,1
39527,Groceries,Poor Quality,1,42080,1
39528,Bedding,Missing Item,3,9365,1
39529,Home Appliances,Incorrect Item Sent,3,28689,1
39530,Jewelry,Damage on Delivery,6,46553,1
39531,Jewelry,Damage on Delivery,1,40387,1
39532,Groceries,Damage on Delivery,3,15207,1
39533,Kitchenware,Wrong Size,1,15232,1
39534,Toys,Wrong Size,1,47515,1
39535,Stationery,Wrong Size,9,34871,1
39536,Jewelry,Damage on Delivery,2,6942,1
39537,Kitchenware,Wrong Size,8,38594,1
39538,Groceries,Poor Quality,4,11749,1
39539,Bedding,Incorrect Item Sent,8,20522,1
39540,Furniture,Missing Item,8,46109,1
39541,Footwear,Missing Item,3,22865,1
39542,Kitchenware,Missing Item,5,30376,1
39543,Home Appliances,Late Delivery,1,15247,1
39544,Clothing,Late Delivery,9,11952,1
39545,Books,Missing Item,3,36256,1
39546,Bedding,Poor Quality,4,29842,1
39547,Jewelry,Missing Item,5,12438,1
39548,Jewelry,Damage on Delivery,8,9336,1
39549,Electronics,Missing Item,6,30395,1
39550,Bedding,Poor Quality,8,33879,1
39551,Bedding,Missing Item,3,40900,1
39552,Electronics,Product Not As Described,9,37491,1
39553,Bedding,Damage on Delivery,7,5262,1
39554,Footwear,Missing Item,7,24794,1
39555,Kitchenware,Poor Quality,8,47196,1
39556,Bedding,Wrong Size,3,17065,1
39557,Beauty Products,Late Delivery,6,36062,1
39558,Kitchenware,Late Delivery,9,43116,1
39559,Furniture,Poor Quality,1,46081,1
39560,Beauty Products,Missing Item,8,9706,1
39561,Bedding,Damage on Delivery,8,6542,1
39562,Kitchenware,Defective Item,8,45724,1
39563,Footwear,Damage on Delivery,4,39846,1
39564,Jewelry,Damage on Delivery,2,24371,1
39565,Home Appliances,Late Delivery,4,21310,1
39566,Footwear,Defective Item,8,34748,1
39567,Kitchenware,Incorrect Item Sent,4,17549,1
39568,Books,Poor Quality,5,12235,1
39569,Books,Wrong Size,1,11359,1
39570,Bedding,Poor Quality,6,38750,1
39571,Stationery,Wrong Size,1,21753,1
39572,Stationery,Wrong Size,9,47783,1
39573,Beauty Products,Incorrect Item Sent,7,7203,1
39574,Furniture,Poor Quality,7,19131,1
39575,Kitchenware,Wrong Size,7,8761,1
39576,Jewelry,Damage on Delivery,7,47965,1
39577,Groceries,Packaging Issues,8,11397,1
39578,Furniture,Missing Item,7,7077,1
39579,Beauty Products,Missing Item,2,14206,1
39580,Groceries,Missing Item,1,20856,1
39581,Kitchenware,Missing Item,2,35705,1
39582,Bedding,Product Not As Described,2,39727,1
39583,Furniture,Missing Item,3,46142,1
39584,Kitchenware,Incorrect Item Sent,3,44981,1
39585,Bedding,Poor Quality,9,16311,1
39586,Kitchenware,Late Delivery,9,13804,1
39587,Electronics,Missing Item,9,14432,1
39588,Electronics,Incorrect Item Sent,4,20095,1
39589,Groceries,Defective Item,2,17158,1
39590,Kitchenware,Damage on Delivery,4,31648,1
39591,Electronics,Missing Item,7,18861,1
39592,Toys,Defective Item,3,48191,1
39593,Home Appliances,Late Delivery,8,5033,1
39594,Home Appliances,Missing Item,7,38199,1
39595,Kitchenware,Wrong Size,8,25888,1
39596,Bedding,Poor Quality,1,38827,1
39597,Kitchenware,Missing Item,2,22822,1
39598,Bedding,Poor Quality,1,7448,1
39599,Home Appliances,Defective Item,1,24879,1
39600,Jewelry,Missing Item,2,26006,1
39601,Home Appliances,Poor Quality,1,27497,1
39602,Furniture,Poor Quality,4,34868,1
39603,Stationery,Poor Quality,3,41969,1
39604,Beauty Products,Damage on Delivery,5,41787,1
39605,Stationery,Defective Item,1,13108,1
39606,Kitchenware,Defective Item,9,15809,1
39607,Stationery,Packaging Issues,3,47653,1
39608,Books,Poor Quality,9,39083,1
39609,Home Appliances,Missing Item,6,22868,1
39610,Beauty Products,Poor Quality,7,16463,1
39611,Groceries,Damage on Delivery,3,39605,1
39612,Electronics,Poor Quality,1,28586,1
39613,Beauty Products,Incorrect Item Sent,9,26601,1
39614,Beauty Products,Missing Item,4,20862,1
39615,Jewelry,Defective Item,4,37199,1
39616,Jewelry,Damage on Delivery,2,19734,1
39617,Bedding,Wrong Size,5,33390,1
39618,Books,Defective Item,3,12838,1
39619,Stationery,Wrong Size,2,21183,1
39620,Stationery,Missing Item,1,38763,1
39621,Bedding,Defective Item,8,26692,1
39622,Kitchenware,Packaging Issues,8,41254,1
39623,Stationery,Wrong Size,5,12951,1
39624,Kitchenware,Poor Quality,5,25530,1
39625,Groceries,Poor Quality,2,31342,1
39626,Jewelry,Late Delivery,1,10313,1
39627,Beauty Products,Poor Quality,8,49722,1
39628,Kitchenware,Missing Item,4,26725,1
39629,Furniture,Missing Item,3,22576,1
39630,Beauty Products,Product Not As Described,7,22490,1
39631,Groceries,Poor Quality,5,22127,1
39632,Bedding,Damage on Delivery,7,23174,1
39633,Groceries,Wrong Size,7,34358,1
39634,Garden Tools,Missing Item,8,23440,1
39635,Bedding,Poor Quality,2,7384,1
39636,Bedding,Damage on Delivery,8,45891,1
39637,Stationery,Poor Quality,3,41646,1
39638,Kitchenware,Missing Item,5,8709,1
39639,Groceries,Defective Item,3,10582,1
39640,Bedding,Incorrect Item Sent,7,46204,1
39641,Bedding,Poor Quality,7,6620,1
39642,Bedding,Damage on Delivery,7,5788,1
39643,Electronics,Incorrect Item Sent,3,7917,1
39644,Stationery,Missing Item,1,38039,1
39645,Electronics,Missing Item,6,20121,1
39646,Kitchenware,Packaging Issues,8,13927,1
39647,Clothing,Missing Item,2,9361,1
39648,Jewelry,Damage on Delivery,8,25081,1
39649,Books,Missing Item,6,25221,1
39650,Books,Wrong Size,5,46621,1
39651,Electronics,Damage on Delivery,7,24773,1
39652,Jewelry,Damage on Delivery,9,27453,1
39653,Stationery,Wrong Size,6,6806,1
39654,Kitchenware,Incorrect Item Sent,9,34935,1
39655,Garden Tools,Poor Quality,7,35359,1
39656,Groceries,Missing Item,5,6700,1
39657,Kitchenware,Incorrect Item Sent,3,19222,1
39658,Clothing,Poor Quality,6,24046,1
39659,Stationery,Wrong Size,8,14162,1
39660,Books,Poor Quality,4,24894,1
39661,Stationery,Missing Item,2,14246,1
39662,Kitchenware,Wrong Size,4,9355,1
39663,Kitchenware,Missing Item,5,24954,1
39664,Stationery,Missing Item,8,8705,1
39665,Books,Defective Item,2,14031,1
39666,Home Appliances,Missing Item,3,18990,1
39667,Jewelry,Poor Quality,1,44979,1
39668,Jewelry,Poor Quality,2,20702,1
39669,Stationery,Incorrect Item Sent,3,42072,1
39670,Toys,Missing Item,1,36897,1
39671,Jewelry,Missing Item,2,30167,1
39672,Beauty Products,Defective Item,2,30187,1
39673,Electronics,Missing Item,4,43579,1
39674,Groceries,Poor Quality,2,39507,1
39675,Jewelry,Wrong Size,1,18764,1
39676,Toys,Missing Item,6,47939,1
39677,Kitchenware,Wrong Size,7,11582,1
39678,Home Appliances,Damage on Delivery,4,7881,1
39679,Stationery,Incorrect Item Sent,6,14969,1
39680,Kitchenware,Missing Item,7,26672,1
39681,Stationery,Defective Item,6,7953,1
39682,Stationery,Defective Item,6,16894,1
39683,Kitchenware,Wrong Size,8,5864,1
39684,Home Appliances,Defective Item,2,36880,1
39685,Jewelry,Wrong Size,9,38349,1
39686,Furniture,Poor Quality,5,18070,1
39687,Electronics,Missing Item,5,24234,1
39688,Kitchenware,Poor Quality,8,13909,1
39689,Jewelry,Poor Quality,9,42652,1
39690,Jewelry,Poor Quality,7,39930,1
39691,Kitchenware,Late Delivery,4,32767,1
39692,Home Appliances,Damage on Delivery,8,40265,1
39693,Beauty Products,Poor Quality,3,18974,1
39694,Beauty Products,Defective Item,1,21292,1
39695,Home Appliances,Defective Item,2,17657,1
39696,Bedding,Missing Item,5,41541,1
39697,Jewelry,Late Delivery,6,45603,1
39698,Bedding,Poor Quality,8,5290,1
39699,Kitchenware,Missing Item,7,24430,1
39700,Garden Tools,Missing Item,6,44789,1
39701,Jewelry,Incorrect Item Sent,6,40554,1
39702,Books,Incorrect Item Sent,3,7101,1
39703,Stationery,Missing Item,6,21920,1
39704,Electronics,Missing Item,7,15369,1
39705,Furniture,Missing Item,4,39306,1
39706,Jewelry,Missing Item,7,45030,1
39707,Books,Defective Item,8,48412,1
39708,Stationery,Packaging Issues,3,6523,1
39709,Bedding,Packaging Issues,7,36726,1
39710,Kitchenware,Damage on Delivery,3,12226,1
39711,Toys,Missing Item,6,26856,1
39712,Stationery,Packaging Issues,9,9941,1
39713,Electronics,Damage on Delivery,4,28822,1
39714,Books,Damage on Delivery,1,40428,1
39715,Books,Late Delivery,5,46722,1
39716,Kitchenware,Damage on Delivery,3,25135,1
39717,Furniture,Late Delivery,4,23692,1
39718,Bedding,Damage on Delivery,8,48143,1
39719,Toys,Poor Quality,3,9388,1
39720,Beauty Products,Damage on Delivery,8,10921,1
39721,Jewelry,Packaging Issues,4,29207,1
39722,Jewelry,Poor Quality,9,22612,1
39723,Clothing,Wrong Size,2,45993,1
39724,Kitchenware,Incorrect Item Sent,3,36051,1
39725,Kitchenware,Missing Item,8,29185,1
39726,Jewelry,Poor Quality,4,43768,1
39727,Kitchenware,Wrong Size,2,45553,1
39728,Stationery,Poor Quality,4,37815,1
39729,Kitchenware,Packaging Issues,7,32262,1
39730,Jewelry,Defective Item,7,38777,1
39731,Bedding,Incorrect Item Sent,3,18423,1
39732,Clothing,Packaging Issues,9,35919,1
39733,Bedding,Poor Quality,4,41727,1
39734,Bedding,Packaging Issues,7,38963,1
39735,Furniture,Missing Item,4,46560,1
39736,Beauty Products,Missing Item,9,43704,1
39737,Garden Tools,Defective Item,3,43587,1
39738,Home Appliances,Wrong Size,5,38112,1
39739,Bedding,Poor Quality,9,17914,1
39740,Kitchenware,Missing Item,6,22478,1
39741,Jewelry,Damage on Delivery,6,49691,1
39742,Clothing,Wrong Size,6,17922,1
39743,Home Appliances,Product Not As Described,2,12783,1
39744,Electronics,Incorrect Item Sent,6,10799,1
39745,Beauty Products,Poor Quality,6,46773,1
39746,Groceries,Missing Item,2,26651,1
39747,Books,Poor Quality,1,41164,1
39748,Furniture,Wrong Size,2,17791,1
39749,Kitchenware,Missing Item,7,13687,1
39750,Groceries,Poor Quality,1,40089,1
39751,Books,Missing Item,5,17247,1
39752,Home Appliances,Defective Item,5,15054,1
39753,Jewelry,Defective Item,1,18100,1
39754,Books,Damage on Delivery,6,9559,1
39755,Jewelry,Missing Item,7,12339,1
39756,Stationery,Incorrect Item Sent,2,47555,1
39757,Toys,Defective Item,5,21857,1
39758,Kitchenware,Incorrect Item Sent,7,10052,1
